Marca,Submarca,Versión,Modelo,Trans.,Comb.,Cilindros,Potencia (HP),Tamaño (L),Categoría,R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Calificación Contam. Aire
MINI,COOPER S,CONVERTIBLE 2PTS 1.6L 4CIL 184HP AUT TURBO,2013,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,10.89,19.60,15.01,11.25,207.00,17.00,7,?
MINI,MINI John Cooper Works,3PTS 1.6L 4CIL 211HP MAN,2011,MAN,Gasolina,4,211,1.6,AUTOS DEPORTIVOS,10.87,17.86,14.58,10.94,213.00,3.00,6,9
MINI,COOPER S,JOHN COOPER WORKS 3PTS 1.6L 4CIL 211HP MAN,2012,MAN,Gasolina,4,211,1.6,AUTOS DEPORTIVOS,10.83,17.24,14.40,10.80,216.00,11.00,6,9
PORSCHE,BOXSTER,2PTS 2.9L 6CIL 265HP MAN,2011,MAN,Gasolina,6,265,2.9,AUTOS DEPORTIVOS,10.82,14.71,12.28,9.21,253.00,26.00,5,6
PORSCHE,BOXSTER,2PTS 2.9L 6CIL 265HP PDK,2011,PDK,Gasolina,6,265,2.9,AUTOS DEPORTIVOS,10.82,12.98,11.70,8.77,266.00,26.00,4,6
PORSCHE,BOXSTER,2PTS 2.9L 6CIL 255HP MAN,2012,MAN,Gasolina,6,255,2.9,AUTOS DEPORTIVOS,10.82,14.71,12.28,9.21,253.00,26.00,5,6
PORSCHE,BOXSTER,2PTS 2.9L 6CIL 255HP PDK,2012,PDK,Gasolina,6,255,2.9,AUTOS DEPORTIVOS,10.82,12.99,11.70,8.77,266.00,26.00,4,6
CHEVROLET,CAMARO,LT COUPE 2PTAS 2.0L 4CIL 272HP MAN TURBO,2017,MAN,Gasolina,4,272,2.0,AUTOS DEPORTIVOS,10.76,17.81,13.09,9.82,238.00,10.00,6,9
MINI,COOPER S,3PTS 1.6L 4CIL 184HP AUT TURBO,2011,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,10.75,19.23,14.80,11.10,210.00,17.00,7,?
MINI,COOPER S,CLUBMAN 3PTS 1.6L 4CIL 184HP AUT TURBO,2011,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,10.75,19.23,14.80,11.10,210.00,24.00,7,?
MAZDA,MX-5,2PTS 2.0L 4CIL 158HP AUT,2011,AUT,Gasolina,4,158,2.0,AUTOS DEPORTIVOS,10.70,16.30,12.66,9.49,246.00,12.00,5,9
SEAT,LEON,5PTS 2.0L 4CIL 240 HP MAN FSI TURBO,2013,MAN,Gasolina,4,240,2.0,AUTOS DEPORTIVOS,10.70,18.61,13.23,9.92,235.00,8.00,6,9
PORSCHE,911,CABRIOLET 2PTAS 3.0L 6CIL 420HP PDK,2017,PDK,Gasolina,6,420,3.0,AUTOS DEPORTIVOS,10.70,15.90,12.55,9.41,248.00,23.00,5,7
PORSCHE,911,CABRIOLET 2PTAS 3.0L 6CIL 420HP PDK TRACCION INTEGRAL,2017,PDK,Gasolina,6,420,3.0,AUTOS DEPORTIVOS,10.70,15.90,12.55,9.41,248.00,23.00,5,7
PORSCHE,911,CARRERA 4S 2PTAS 3.0L 6CIL 420HP PDK TRACCION INTEGRAL,2017,PDK,Gasolina,6,420,3.0,AUTOS DEPORTIVOS,10.70,15.90,12.55,9.41,248.00,23.00,5,7
PORSCHE,911,CARRERA S 2PTAS 3.0L 6CIL 420HP PDK,2017,PDK,Gasolina,6,420,3.0,AUTOS DEPORTIVOS,10.70,15.90,12.55,9.41,248.00,23.00,5,7
PORSCHE,911,TARGA 4S 2PTAS 3.0L 6CIL 420HP PDK TRACCION INTEGRAL,2017,PDK,Gasolina,6,420,3.0,AUTOS DEPORTIVOS,10.70,15.90,12.55,9.41,248.00,23.00,5,7
PORSCHE,911,CABRIOLET 2PTAS 3.0L 6CIL 420HP PDK,2016,PDK,Gasolina,6,420,3.0,AUTOS DEPORTIVOS,10.70,15.90,12.55,9.41,248.00,23.00,5,7
PORSCHE,911,CABRIOLET 2PTAS 3.0L 6CIL 420HP PDK TRACCION INTEGRAL,2016,PDK,Gasolina,6,420,3.0,AUTOS DEPORTIVOS,10.70,15.90,12.55,9.41,248.00,23.00,5,7
PORSCHE,911,CARRERA 4S 2PTAS 3.0L 6CIL 420HP PDK TRACCION INTEGRAL,2016,PDK,Gasolina,6,420,3.0,AUTOS DEPORTIVOS,10.70,15.90,12.55,9.41,248.00,23.00,5,7
PORSCHE,911,CARRERA S 2PTAS 3.0L 6CIL 420HP PDK,2016,PDK,Gasolina,6,420,3.0,AUTOS DEPORTIVOS,10.70,15.90,12.55,9.41,248.00,23.00,5,7
PORSCHE,911,TARGA 4S 2PTAS 3.0L 6CIL 420HP PDK TRACCION INTEGRAL,2016,PDK,Gasolina,6,420,3.0,AUTOS DEPORTIVOS,10.70,15.90,12.55,9.41,248.00,23.00,5,7
MINI,COOPER S,COUNTRYMAN JCW 5PTS 1.6L 4CIL 218HP MAN TURBO,2016,MAN,Gasolina,4,218,1.6,AUTOS DEPORTIVOS,10.64,16.13,13.95,10.46,223.00,30.00,6,6
MINI,COOPER S,PACEMAN JCW 3PTS 1.6L 4CIL 218HP AUT TURBO,2016,AUT,Gasolina,4,218,1.6,AUTOS DEPORTIVOS,10.64,16.13,13.95,10.46,223.00,16.00,6,8
MINI,COOPER S,PACEMAN JCW 3PTS 1.6L 4CIL 218HP MAN TURBO,2016,MAN,Gasolina,4,218,1.6,AUTOS DEPORTIVOS,10.64,16.13,13.95,10.46,223.00,0.00,6,9
MINI,COOPER S,3PTAS 1.6L 4CIL 218HP TURBO AUT,2017,AUT,Gasolina,4,218,1.6,AUTOS DEPORTIVOS,10.64,16.10,13.94,10.46,223.00,16.00,6,8
MINI,COOPER S,JOHN COOPER WORKS COUPÉ 3PTS 1.6L 4CIL 211HP MAN,2012,MAN,Gasolina,4,211,1.6,AUTOS DEPORTIVOS,10.63,17.24,14.24,10.68,218.00,11.00,6,9
MINI,JOHN COOPER WORKS,3PTS 1.6L 4CIL 211HP MAN,2013,MAN,Gasolina,4,211,1.6,AUTOS DEPORTIVOS,10.63,17.24,14.24,10.68,218.00,11.00,6,9
MINI,COOPER S,COUNTRYMAN JOHN COOPER WORKS 5PTS 1.6L 4CIL 218HP MAN,2013,MAN,Gasolina,4,218,1.6,AUTOS DEPORTIVOS,10.63,16.12,13.94,10.46,223.00,30.00,6,?
MINI,COOPER S,COUPE JOHN COOPER WORKS 2PTS 1.6L 4CIL 211HP MAN TURBO,2013,MAN,Gasolina,4,211,1.6,AUTOS DEPORTIVOS,10.63,17.24,14.24,10.68,218.00,11.00,6,9
CHEVROLET,CAMARO,LS 2PTAS 2L 4CIL 272HP MAN,2018,MAN,Gasolina,4,272,2.0,AUTOS DEPORTIVOS,10.63,18.24,13.08,9.81,238.00,5.00,6,9
MINI,COOPER S,3PTAS 1.6L 4CIL 218HP TURBO MAN,2017,MAN,Gasolina,4,218,1.6,AUTOS DEPORTIVOS,10.60,16.10,13.91,10.43,223.00,0.00,6,9
PORSCHE,BOXSTER,S 2PTS 3.4L 6CIL 310HP MAN,2011,MAN,Gasolina,6,310,3.4,AUTOS DEPORTIVOS,10.59,12.82,11.49,8.62,271.00,16.00,4,8
PORSCHE,BOXSTER,SPYDER 2PTS 3.4L 6CIL 320HP MAN,2011,MAN,Gasolina,6,320,3.4,AUTOS DEPORTIVOS,10.59,12.82,11.49,8.62,271.00,16.00,4,8
PORSCHE,BOXSTER,S 2PTS 3.4L 6CIL 310HP PDK,2011,PDK,Gasolina,6,310,3.4,AUTOS DEPORTIVOS,10.59,12.66,11.43,8.57,272.00,16.00,4,8
PORSCHE,BOXSTER,SPYDER 2PTS 3.4L 6CIL 320HP PDK,2011,PDK,Gasolina,6,320,3.4,AUTOS DEPORTIVOS,10.59,12.66,11.43,8.57,272.00,16.00,4,8
PORSCHE,BOXSTER,S 2PTS 3.4L 6CIL 310HP MAN,2012,MAN,Gasolina,6,310,3.4,AUTOS DEPORTIVOS,10.59,12.82,11.49,8.62,271.00,16.00,4,8
PORSCHE,BOXSTER,S 2PTS 3.4L 6CIL 310HP PDK,2012,PDK,Gasolina,6,310,3.4,AUTOS DEPORTIVOS,10.59,12.66,11.43,8.57,272.00,16.00,4,8
PORSCHE,BOXSTER,SPYDER 2PTS 3.4L 6CIL 320HP MAN,2012,MAN,Gasolina,6,320,3.4,AUTOS DEPORTIVOS,10.59,12.82,11.49,8.62,271.00,16.00,4,8
PORSCHE,BOXSTER,SPYDER 2PTS 3.4L 6CIL 320HP PDK,2012,PDK,Gasolina,6,320,3.4,AUTOS DEPORTIVOS,10.59,12.66,11.43,8.57,272.00,16.00,4,8
VW,GOLF,GTI 35 3PTS 2.0L 4CIL 235HP MAN FSI TURBO,2013,MAN,Gasolina,4,235,2.0,AUTOS DEPORTIVOS,10.59,18.84,13.19,9.89,236.00,11.00,6,9
MINI,COOPER S,COUNTRYMAN 5PTS 1.6L 4CIL 184HP AUT TURBO,2011,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,10.53,17.54,14.23,10.67,219.00,22.00,6,?
MINI,COOPER S,COUNTRYMAN 5PTS 1.6L 4CIL 184HP AUT TURBO,2013,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,10.53,17.54,14.23,10.67,219.00,22.00,6,?
MINI,COOPER S,CABRIO 2PTS 1.6L 4CIL 184HP AUT TURBO,2011,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,10.52,18.86,14.52,10.89,214.00,17.00,6,?
MINI,COOPER S,COUNTRYMAN 5PTS 1.6L 4CIL 184HP AUT TURBO,2012,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,10.52,17.54,14.22,10.66,219.00,22.00,6,?
MINI,JOHN COOPER WORKS,GP 3PTS 1.6L 4CIL 218HP MAN TURBO,2013,MAN,Gasolina,4,218,1.6,AUTOS DEPORTIVOS,10.52,17.54,14.22,10.66,219.00,15.00,6,?
MINI,COOPER S,PACEMAN 3PTS 1.6L 4CIL 184HP AUT TURBO,2013,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,10.52,17.54,14.22,10.66,219.00,22.00,6,?
CHEVROLET,CAMARO,RS-V6 COUPE 2PTAS 3.6L 6CIL 335HP AUT,2017,AUT,Gasolina,6,335,3.6,AUTOS DEPORTIVOS,10.50,16.71,12.61,9.46,247.00,9.00,5,9
FORD,MUSTANG,COUPE 2PTS 3.7L 6CIL 305HP AUT,2016,AUT,Gasolina,6,305,3.7,AUTOS DEPORTIVOS,10.43,18.49,14.37,10.77,216.00,18.00,6,8
FORD,MUSTANG,2PTS 3.7L 6CIL 305HP AUT,2014,AUT,Gasolina,6,305,3.7,AUTOS DEPORTIVOS,10.41,18.48,12.96,9.72,240.00,7.00,5,9
MINI,JOHN COOPER WORKS,CONVERTIBLE 3PTS 1.6L 4CIL 211HP MAN,2013,MAN,Gasolina,4,211,1.6,AUTOS DEPORTIVOS,10.41,16.94,13.98,10.49,222.00,11.00,6,9
MINI,COOPER S,ROADSTER JOHN COOPER WORKS 2PTS 1.6L 4CIL 211HP MAN TURBO,2013,MAN,Gasolina,4,211,1.6,AUTOS DEPORTIVOS,10.41,16.94,13.98,10.49,222.00,11.00,6,9
MINI,COOPER S,JOHN COOPER WORKS CABRIO 2PTS 1.6L 4CIL 211HP AUT TURBO,2012,AUT,Gasolina,4,211,1.6,AUTOS DEPORTIVOS,10.41,16.94,13.98,10.49,222.00,11.00,6,9
MINI,COOPER S,ROADSTER JOHN COOPER WORKS 2PTS 1.6L 4CIL 211HP MAN TURBO,2012,MAN,Gasolina,4,211,1.6,AUTOS DEPORTIVOS,10.41,18.94,14.45,10.83,215.00,11.00,6,9
PORSCHE,911,CARRERA S COUPE 2PTS 3.8L 6CIL 400HP PDK,2015,PDK,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,10.30,15.70,12.19,9.14,255.00,10.00,5,9
PORSCHE,911,CARRERA 4S COUPE 2PTS 3.8L 6CIL 400HP PDK TRACCIÓN INTEGRAL,2015,PDK,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,10.30,15.70,12.19,9.14,255.00,10.00,5,9
PORSCHE,911,TARGA 4S 2PTS 3.8L 6CIL 400HP PDK TRACCIÓN INTEGRAL,2015,PDK,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,10.30,15.70,12.19,9.14,255.00,9.00,5,9
PORSCHE,911,CARRERA 2S CABRIOLET 2PTAS 3.8L 6CIL 400HP PDK,2017,PDK,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,10.30,15.70,12.19,9.14,255.00,10.00,5,9
PORSCHE,911,CARRERA 4S 2PTAS 3.8L 6 CIL 400HP PDK INTEGRAL,2017,PDK,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,10.30,15.70,12.19,9.14,255.00,10.00,5,9
PORSCHE,911,TARGA 4S 2PTAS 3.8L 6CIL 400HP PDK INTEGRAL,2017,PDK,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,10.30,15.70,12.19,9.14,255.00,9.00,5,9
PORSCHE,911,CARRERA 2S 2PTS 3.8L 6CIL 400HP PDK,2016,PDK,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,10.30,15.60,12.16,9.12,256.00,10.00,5,9
PORSCHE,911,CARRERA 4S 2PTS 3.8L 6CIL 400HP PDK INTEGRAL,2016,PDK,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,10.30,15.60,12.16,9.12,256.00,10.00,5,9
CHEVROLET,CAMARO,LT 2PTAS 3.6L 6CIL 335HP AUT,2018,AUT,Gasolina,6,335,3.6,AUTOS DEPORTIVOS,10.29,17.22,12.56,9.42,247.00,8.00,5,9
CHEVROLET,CAMARO,RS SE 2PTAS 3.6L 6CIL 335HP AUT,2018,AUT,Gasolina,6,335,3.6,AUTOS DEPORTIVOS,10.29,17.22,12.56,9.42,247.00,8.00,5,9
PORSCHE,911,TARGA 4S 2PTS 3.8L 6CIL 400HP PDK INTEGRAL,2016,PDK,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,10.20,15.60,12.08,9.06,257.00,9.00,5,9
SEAT,LEON,FR 5PTS 2.0L 4CIL 211HP DSG TFSI TURBO,2011,DSG,Gasolina,4,211,2.0,AUTOS DEPORTIVOS,10.10,16.67,13.66,10.25,228.00,10.00,6,9
SEAT,LEON,FR 5PTS 2.0L 4CIL 211HP DSG FSI TURBO,2012,DSG,Gasolina,4,211,2.0,AUTOS DEPORTIVOS,10.10,16.67,13.66,10.25,228.00,10.00,6,9
FORD,MUSTANG,COUPE 2PTS 3.7L 6CIL 305HP MAN,2016,MAN,Gasolina,6,305,3.7,AUTOS DEPORTIVOS,10.08,16.77,13.67,10.25,227.00,18.00,6,8
FORD,MUSTANG,2PTS 3.7L 6CIL 305HP MAN,2014,MAN,Gasolina,6,305,3.7,AUTOS DEPORTIVOS,10.05,16.76,13.64,10.23,228.00,18.00,6,?
SEAT,LEON,FR 5PTS 2.0L 4CIL 211HP MAN TFSI TURBO,2011,MAN,Gasolina,4,211,2.0,AUTOS DEPORTIVOS,10.00,17.54,13.78,10.34,226.00,10.00,6,9
SEAT,LEON,FR 5PTS 2.0L 4CIL 211HP MAN FSI TURBO,2012,MAN,Gasolina,4,211,2.0,AUTOS DEPORTIVOS,10.00,17.54,13.78,10.34,226.00,10.00,6,9
NISSAN,370Z,COUPE 3PTAS 3.7L 6CIL 332HP AUT,2016,AUT,Gasolina,6,332,3.7,AUTOS DEPORTIVOS,10.00,15.30,11.85,8.89,262.00,12.00,4,9
CHEVROLET,CAMARO,2PTS 3.6L 6CIL 312HP AUT,2011,AUT,Gasolina,6,312,3.6,AUTOS DEPORTIVOS,9.95,17.81,12.42,9.31,250.00,9.00,5,9
CHEVROLET,CAMARO,LT 2PTS 3.6L 6CIL 312HP AUT,2012,AUT,Gasolina,6,312,3.6,AUTOS DEPORTIVOS,9.95,17.81,12.42,9.31,250.00,9.00,5,9
CHEVROLET,CAMARO,LT COUPE 2PTS 3.6L 6CIL 312HP AUT,2013,AUT,Gasolina,6,312,3.6,AUTOS DEPORTIVOS,9.95,17.81,12.42,9.31,250.00,9.00,5,9
FORD,MUSTANG,V6 COUPE 2PTAS 3.7L 6CIL 300HP MAN,2017,MAN,Gasolina,6,300,3.7,AUTOS DEPORTIVOS,9.94,16.42,12.09,9.07,257.00,18.00,5,8
PORSCHE,911,CARRERA 2 COUPE 2PTS 3.4L 6CIL 350HP MAN,2013,MAN,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9.92,16.73,12.14,9.11,256.00,10.00,5,9
PORSCHE,911,CARRERA 2 CABRIOLET 2PTS 3.4L 6CIL 350HP MAN,2013,MAN,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9.92,16.73,12.14,9.11,256.00,10.00,5,9
PORSCHE,911,CARRERA 2 COUPE 2PTS 3.4L 6CIL 350HP PDK,2013,PDK,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9.92,16.73,12.14,9.11,256.00,10.00,5,9
PORSCHE,911,CARRERA 2 CABRIOLET 2PTS 3.4L 6CIL 350HP PDK,2013,PDK,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9.92,16.73,12.14,9.11,256.00,10.00,5,9
PORSCHE,911,CARRERA 4 COUPE 4X4 2PTS 3.4L 6CIL 408HP MAN,2013,MAN,Gasolina,6,408,3.4,AUTOS DEPORTIVOS,9.92,16.73,12.14,9.11,256.00,10.00,5,9
PORSCHE,911,CARRERA 4 CABRIOLET 4X4 2PTS 3.4L 6CIL 408HP MAN,2013,MAN,Gasolina,6,408,3.4,AUTOS DEPORTIVOS,9.92,16.73,12.14,9.11,256.00,10.00,5,9
PORSCHE,911,CARRERA 4 COUPE 4X4 2PTS 3.4L 6CIL 408HP PDK,2013,PDK,Gasolina,6,408,3.4,AUTOS DEPORTIVOS,9.92,16.73,12.14,9.11,256.00,10.00,5,9
PORSCHE,911,CARRERA 4 CABRIOLET 4X4 2PTS 3.4L 6CIL 408HP PDK,2013,PDK,Gasolina,6,408,3.4,AUTOS DEPORTIVOS,9.92,16.73,12.14,9.11,256.00,10.00,5,9
FORD,MUSTANG,2PTS 3.7L 6CIL 305HP MAN,2011,M6,Gasolina,6,305,3.7,AUTOS DEPORTIVOS,9.90,17.10,13.60,10.20,229.00,18.00,6,?
FORD,MUSTANG,2PTS 3.7L 6CIL 305HP MAN,2012,MAN,Gasolina,6,305,3.7,AUTOS DEPORTIVOS,9.90,17.10,13.60,10.20,229.00,18.00,6,?
VOLVO,S60,AWD 4PTS 1.6L 4CIL 180HP AUT TURBO,2011,AUT,Gasolina,4,180,1.6,AUTOS DEPORTIVOS,9.90,16.39,13.43,10.07,232.00,17.00,6,?
VOLVO,S60,AWD 4PTS 1.6L 4CIL 180HP AUT TURBO,2012,AUT,Gasolina,4,180,1.6,AUTOS DEPORTIVOS,9.90,16.39,13.43,10.07,232.00,17.00,6,?
FORD,MUSTANG,2PTS 3.7L 6CIL 305HP MAN,2013,MAN,Gasolina,6,305,3.7,AUTOS DEPORTIVOS,9.90,17.10,13.60,10.20,229.00,18.00,6,?
VOLVO,S60,AWD 4PTS 1.6L 4CIL 180HP AUT TURBO,2013,AUT,Gasolina,4,180,1.6,AUTOS DEPORTIVOS,9.90,16.40,13.43,10.07,231.00,17.00,6,?
MINI,JOHN COOPER WORKS,3PTS 1.6L 4CIL 211HP AUT,2013,AUT,Gasolina,4,211,1.6,AUTOS DEPORTIVOS,9.90,18.86,13.98,10.48,222.00,44.00,6,?
VOLVO,S60,AWD 4PTS 1.6L 4CIL 180HP AUT TURBO,2014,AUT,Gasolina,4,180,1.6,AUTOS DEPORTIVOS,9.90,16.40,13.43,10.07,231.00,27.00,6,?
PORSCHE,911,CABRIOLET/ TARGA 4 2PTS 3.4L 6CIL 350HP PDK INTEGRAL,2016,PDK,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9.90,16.70,12.12,9.09,256.00,10.00,5,9
PORSCHE,911,CARRERA COUPE/CABRIO 2PTS 3.4L 6CIL 350HP MAN,2016,MAN,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9.90,16.70,12.12,9.09,256.00,10.00,5,9
PORSCHE,911,CARRERA COUPE/CABRIO 2PTS 3.4L 6CIL 350HP PDK,2016,PDK,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9.90,16.70,12.12,9.09,256.00,10.00,5,9
VW,GOLF,GTI 3PTS 2.0L 4CIL 211HP DSG FSI TURBO,2012,DSG,Gasolina,4,211,2.0,AUTOS DEPORTIVOS,9.80,16.39,11.96,8.97,260.00,8.00,5,9
PORSCHE,911,CABRIOLET 4 GTS 2PTAS 3.8L 6CIL 430HP PDK TRACCION INTEGRAL,2017,PDK,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,9.80,16.20,11.92,8.94,261.00,18.00,5,8
PORSCHE,911,CARRERA 4 GTSB 2PTAS 3.8L 6CIL 430HP PDK TRACCION INTEGRAL,2017,PDK,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,9.80,16.20,11.92,8.94,261.00,18.00,5,8
PORSCHE,911,CARRERA GTS 2PTAS 3.8L 6CIL 430HP PDK,2017,PDK,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,9.80,16.20,11.92,8.94,261.00,18.00,5,8
PORSCHE,911,GTS CABRIOLET 2PTAS 3.8L 6CIL 430HP PDK,2017,PDK,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,9.80,16.20,11.92,8.94,261.00,18.00,5,8
PORSCHE,911,TARGA GTS 2PTAS 3.8L 6CIL 430HP PDK TRACCION INTEGRAL,2017,PDK,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,9.80,16.20,11.92,8.94,261.00,18.00,5,8
PORSCHE,BOXSTER,CONVERTIBLES 2 PTAS 2.5L 6CIL 350HP PDK,2017,PDK,Gasolina,6,350,2.5,AUTOS DEPORTIVOS,9.80,17.30,12.18,9.13,255.00,29.00,5,6
PORSCHE,911,CABRIOLET 4 GTS 2PTAS 3.8L 6CIL 430HP PDK TRACCION INTEGRAL,2016,PDK,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,9.80,16.20,11.92,8.94,261.00,18.00,5,8
PORSCHE,911,CARRERA 4 GTSB 2PTAS 3.8L 6CIL 430HP PDK TRACCION INTEGRAL,2016,PDK,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,9.80,16.20,11.92,8.94,261.00,18.00,5,8
PORSCHE,911,CARRERA GTS 2PTAS 3.8L 6CIL 430HP PDK,2016,PDK,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,9.80,16.20,11.92,8.94,261.00,18.00,5,8
PORSCHE,911,GTS CABRIOLET 2PTAS 3.8L 6CIL 430HP PDK,2016,PDK,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,9.80,16.20,11.92,8.94,261.00,18.00,5,8
PORSCHE,911,TARGA GTS 2PTAS 3.8L 6CIL 430HP PDK TRACCION INTEGRAL,2016,PDK,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,9.80,16.20,11.92,8.94,261.00,18.00,5,8
PORSCHE,BOXSTER,CONVERTIBLES 2 PTAS 2.5L 6CIL 350HP PDK,2016,PDK,Gasolina,6,350,2.5,AUTOS DEPORTIVOS,9.80,17.30,12.18,9.13,255.00,29.00,5,6
PORSCHE,BOXSTER,S 2PTS 3.4L 6CIL 315HP MAN,2013,MAN,Gasolina,6,315,3.4,AUTOS DEPORTIVOS,9.71,15.65,11.71,8.78,265.00,7.00,4,9
MINI,COOPER S,COUNTRYMAN ALL4 5PTS 1.6L 4CIL 184HP AUT TURBO,2011,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,9.70,16.13,13.20,9.90,236.00,22.00,6,?
MAZDA,MAZDASPEED 3,HATCHBACK 5PTS 2.3L 4CIL 263HP MAN TURBO,2012,MAN,Gasolina,4,263,2.3,AUTOS DEPORTIVOS,9.70,14.80,11.48,8.61,271.00,10.00,4,9
MAZDA,MAZDASPEED 3,HATCHBACK 5PTS 2.3L 4CIL 263HP MAN TURBO,2013,MAN,Gasolina,4,263,2.3,AUTOS DEPORTIVOS,9.70,14.80,11.48,8.61,271.00,10.00,4,9
MINI,COOPER S,COUNTRYMAN ALL4 5PTS 1.6L 4CIL 184HP AUT TURBO,2013,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,9.70,16.13,13.20,9.90,236.00,22.00,6,?
MINI,COOPER S,COUNTRYMAN ALL4 5PTS 1.6L 4CIL 184HP AUT TURBO,2012,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,9.70,16.12,13.20,9.90,236.00,22.00,6,?
MINI,COOPER S,PACEMAN ALL4 3PTS 1.6L 4CIL 184HP AUT TURBO,2013,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,9.70,16.12,13.20,9.90,236.00,22.00,6,?
PORSCHE,911,CARRERA COUPE 2PTS 3.4L 6CIL 350HP MAN,2015,MAN,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9.70,16.40,11.89,8.91,262.00,10.00,4,9
PORSCHE,911,CARRERA CABRIO 2PTS 3.4L 6CIL 350HP MAN,2015,MAN,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9.70,16.40,11.89,8.91,262.00,10.00,4,9
PORSCHE,911,CARRERA COUPE 2PTS 3.4L 6CIL 350HP PDK,2015,PDK,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9.70,16.40,11.89,8.91,262.00,10.00,4,9
PORSCHE,911,CARRERA CABRIO 2PTS 3.4L 6CIL 350HP PDK,2015,PDK,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9.70,16.40,11.89,8.91,262.00,10.00,4,9
PORSCHE,911,TARGA 4 2PTS 3.4L 6CIL 350HP PDK TRACCIÓN INTEGRAL,2015,PDK,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9.70,16.40,11.89,8.91,262.00,10.00,4,9
PORSCHE,911,COUPE 2PTAS 3.4L 6CIL 350HP MAN TURBO,2017,MAN,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9.70,16.40,11.89,8.91,262.00,10.00,4,9
PORSCHE,911,CABRIOLET 2PTAS 3.4L 6CIL 350HP MAN TURBO,2017,MAN,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9.70,16.40,11.89,8.91,262.00,10.00,4,9
PORSCHE,911,CABRIOLET 2PTAS 3.4L 6CIL 350HP PDK TURBO,2017,PDK,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9.70,16.40,11.89,8.91,262.00,10.00,4,9
PORSCHE,911,COUPE 2PTAS 3.4L 6CIL 350HP PDK TURBO,2017,PDK,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9.70,16.40,11.89,8.91,262.00,10.00,4,9
PORSCHE,911,COUPE 4 2PTAS 3.4L 6CIL 350HP PDK INTEGRAL,2017,PDK,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9.70,16.40,11.89,8.91,262.00,10.00,4,9
PORSCHE,911,CABRIOLET 4 2PTAS 3.4L 6CIL 350HP PDK INTEGRAL TURBO,2017,PDK,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9.70,16.40,11.89,8.91,262.00,10.00,4,9
PORSCHE,911,CARRERA COUPE 2PTAS 3.4L 6CIL 350HP MAN TURBO,2017,MAN,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9.70,16.40,11.89,8.91,262.00,10.00,4,9
